Image,Original Name,Word Count Range,Sentence Number,Image Sequence,Font Size,Font Style,Blur Level,Background Color,Gold Label,Response
167,40-60_8_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,8,2,18,Jameel Noori Nastaleeq,1.25,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹز کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں 30 سے 32 روپے فی واٹ تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں قیمتیں 50 فیصد تک گر رہی ہیں۔
168,40-60_8_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,8,2,18,Jameel Noori Nastaleeq,1.75,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹ کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں کم ہوئی ہیں۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈالر کے مطابق انٹرنیشنل مارکیٹ میں قیمتیں 50 فیصد تک گری ہیں۔
169,40-60_8_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,8,3,24,Jameel Noori Nastaleeq,0,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیمت میں 50 فیصد تک کمی ہوئی ہے۔
170,40-60_8_04_base_18_Alvi Nastaleeq.jpg,40-60,8,4,18,Alvi Nastaleeq,0,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہو گئی۔ رپورٹ کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید کم کر دی گئی ہیں۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں بیٹری کی قیمتیں 50 فیصد تک کم ہوئی ہیں۔
171,40-60_8_05_base_18_Nafees Nastaleeq.jpg,40-60,8,5,18,Nafees Nastaleeq,0,0,پاکستان میں سولر پینلز کی قیمتوں میں مزید کمی ہوگئی ۔ رپورٹس کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید گر گئی ہیں ۔ فی واٹ سولر پینلز کی قیمتیں 30 سے 32 روپے کی سطح تک گر گئی ہیں۔ ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں لیتھیم بیٹری کی قیتمیں 50 فیصد تک گری ہیں۔,پاکستان میں سولر پینلز کی قیمتوں میں یقیناً مزید کمی ہو گئی۔ رپورٹ کے مطابق پاکستان بھر میں سولر پینلز کی قیمتیں مزید کم ہوئی ہیں۔ 30 سے 32 واٹ سولر پینلز کی قیمتیں گھریلو ڈیلرز کے مطابق انٹرنیشنل مارکیٹ میں ہول سیل بیٹری کی قیمتیں 50 فیصد تک کم ہوئی ہیں۔
172,40-60_9_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,9,1,12,Jameel Noori Nastaleeq,0,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواست گزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یونہی ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی؟ اس حوالے سے سینئر امیگریشن کنسلٹنٹ نادر کینیڈا سے مزید اہم معلومات شیئر کریں گے؟ جانیے اس ویڈیو میں۔
173,40-60_9_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,9,2,18,Jameel Noori Nastaleeq,0,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہو گی؟ اس حوالے سے سینئر امیگریشن کنسلٹنٹ فاریق امیر اضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
174,40-60_9_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,9,2,18,Jameel Noori Nastaleeq,0,light_yellow,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہو گی؟ اس حوالے سے سینئر امیگریشن کنسلٹنٹ فاکر کنزیڈا نعیم اضحیاء نے کیا اہم معلومات شیئر کریں؟ جانیئے اس ویڈیو میں۔
175,40-60_9_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,9,2,18,Jameel Noori Nastaleeq,0,slate_gray,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے کئی نے یہ لکھتا کہ دیا ہے، کہ 2027 تک یہ ٹرینڈ یونہی کم رہے گا۔ اس حوالے سے مزید اہم معلومات شیئر کریں، چاہیئے اس ویڈیو میں۔
176,40-60_9_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,9,2,18,Jameel Noori Nastaleeq,1.25,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی ورکرز اور سنگرز کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یونہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی؟ اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فاکر امیر اضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
177,40-60_9_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,9,2,18,Jameel Noori Nastaleeq,1.75,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانیوں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یونہی برقرار رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی؟ اس حوالے سے سینئر امیگریشن کنسلٹنٹ نادر کریم نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
178,40-60_9_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,9,3,24,Jameel Noori Nastaleeq,0,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواست گزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی؟ اس حوالے سینئر امیگریشن کنسلٹنٹ فار کینیڈا امیر اضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
179,40-60_9_04_base_18_Alvi Nastaleeq.jpg,40-60,9,4,18,Alvi Nastaleeq,0,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے۔ کیا 2027 تک یہ ٹرینڈ یونہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی؟ اس حوالے سے سینٹر فار کنٹینپریری ایجوکیشن کنسلٹنٹ فار کینیڈا امیر اضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
180,40-60_9_05_base_18_Nafees Nastaleeq.jpg,40-60,9,5,18,Nafees Nastaleeq,0,0,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواستگزاروں کو فکر میں مبتلا کر دیا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم رہے گا یا اس پالیسی میں کوئی تبدیلی ہوگی ؟، اس حوالے سینئر ایجوکیشنل کنسلٹنٹ فار کینیڈا سمیرا ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔ ,کینیڈا کی طرف سے امیگریشن ویزہ کی تعداد میں کمی نے پاکستانی درخواست گزاروں کو فکر میں مبتلا کر رکھا ہے، کیا 2027 تک یہ ٹرینڈ یوں ہی کم کرتا رہے گا یا اس حوالے سے نیا امیگریشن پالیسی میں کوئی تبدیلی ہوئی؟ اس حوالے سے سمیرہ ضیاء نے کیا اہم معلومات شیئر کیں؟ جانیے اس ویڈیو میں۔
